repo,category,issue_number,issue_url,title,source,type,suggested_labels,difficulty,summary,why_good_first_issue,affected_files,repro_tier,repro_steps,repro_result,fix_hint,notes
canonical/loki-rock,rock,81,https://github.com/canonical/loki-rock/issues/81,Adjust default config file location to match the upstream,existing-open-issue,metadata-config,Type: Enhancement; good first issue,easy,"loki-rock ships its default config at /etc/loki/loki-local-config.yaml, a slight deviation from the upstream Loki Dockerfile which uses /etc/loki/local-config.yaml. The issue asks to rename the file to local-config.yaml and update the pebble/service command to point at the new path so the rock matches upstream (and the other HA rocks).","Maintainer-filed, tightly scoped, with the exact source and target paths spelled out. The change is a file rename plus two string updates in rockcraft.yaml (the organize: mapping and the service command), no build logic. Clear done-state; easy to validate with goss (the /config endpoint). Great first PR.",3.7.2/rockcraft.yaml (service command + default-config organize); 3.7.2/loki-local-config.yaml (rename to local-config.yaml); optionally the same in older version dirs if applied retrospectively,inspection,gh issue view 81 -R canonical/loki-rock; gh api repos/canonical/loki-rock/contents/3.7.2/rockcraft.yaml --jq .content | base64 -d | grep -nE 'config.file|organize|loki-local-config'; gh api repos/canonical/loki-rock/contents/3.7.2 --jq '.[].name'; gh api repos/grafana/loki/contents/cmd/loki/Dockerfile --jq .content | base64 -d | grep -iE 'local-config|CMD'.,"confirmed-by-inspection: 3.7.2/rockcraft.yaml line 9 command is '/bin/loki --config.file=/etc/loki/loki-local-config.yaml' and line 41 organizes 'loki-local-config.yaml: etc/loki/loki-local-config.yaml' (file 3.7.2/loki-local-config.yaml exists). Upstream grafana/loki cmd/loki/Dockerfile uses '/etc/loki/local-config.yaml' and CMD '-config.file=/etc/loki/local-config.yaml'. The rock's filename (loki-local-config.yaml) deviates from upstream (local-config.yaml), exactly as the issue states.",Rename 3.7.2/loki-local-config.yaml to 3.7.2/local-config.yaml; in 3.7.2/rockcraft.yaml change the default-config organize mapping to 'local-config.yaml: etc/loki/local-config.yaml' and update the service command to '--config.file=/etc/loki/local-config.yaml'. Decide (per the issue) whether to apply only to the newest dir or retrospectively. Validate via goss /config and 'just test'.,"Real maintainer issue (no label, 0 comments, unclaimed). Cross-references tempo-worker-k8s-operator#71 and an agreement to standardize config paths across HA rocks. Open question in the issue: apply to all versions or only new ones; a beginner can do the newest dir and note the choice. The other 4 open issues are auto-generated vulnerability-scan reports."
canonical/loki-rock,rock,,,goss: add a /ready readiness check to the Loki smoke test,self-identified,goss-test-gap,Type: Enhancement; good first issue; testing,easy,"The shared root goss.yaml checks the loki process and two HTTP endpoints (/config and /loki/api/v1/status/buildinfo) but does not check Loki's standard /ready readiness endpoint. Adding a /ready check (status 200) would make the kgoss smoke test verify the server is actually ready to serve, not just up.","Tiny declarative addition to an existing goss http block, copying the pattern already there. /ready is a well-known Loki endpoint, so no guesswork. Done-state: a /ready http check that passes under 'just test'. No build knowledge needed.",goss.yaml,inspection,gh api repos/canonical/loki-rock/contents/goss.yaml --jq .content | base64 -d  (only 'process: loki: running' plus http checks for http://localhost:3100/config and .../loki/api/v1/status/buildinfo; no /ready check).,"confirmed-by-inspection: goss.yaml has process.loki.running plus exactly two http checks (config -> http://localhost:3100/config, buildinfo -> http://localhost:3100/loki/api/v1/status/buildinfo). There is no check for http://localhost:3100/ready, Loki's standard readiness probe, nor for /metrics.","Add under http: a 'ready: {status: 200, url: http://localhost:3100/ready}' entry (note /ready can briefly return 503 right after start, so the maintainer may want goss retries). Optionally add a /metrics check. Validate with 'just test'.","Secondary to issue #81. No version-bump available: 3.7.2/ already pins source-tag v3.7.2, which equals upstream grafana/loki releases/latest (v3.7.2). The goss.yaml is shared across all version dirs, so one edit improves every build."
canonical/mimir-bundle,archived,,,Repository archived - not actionable,self-identified,archived,,n/a,"Repository is archived (read-only) on GitHub. This Juju bundle deploying Mimir (Mimir Coordinator, Mimir Worker, s3integrator) is no longer maintained and has been superseded by canonical/mimir-operators and the Terraform modules in canonical/observability-stack.",,,inspection,,repo archived; not actionable; see successor canonical/mimir-operators / canonical/observability-stack,contribute to successor: canonical/mimir-operators / canonical/observability-stack,no open issues
canonical/mimir-k8s-operator,archived,,,Repository archived - not actionable,self-identified,archived,,n/a,"Repository is archived (read-only) on GitHub. This charmed operator automated running Grafana Mimir in monolithic mode. It has been superseded by canonical/mimir-operators, the microservices-mode monorepo.",,,inspection,,repo archived; not actionable; see successor canonical/mimir-operators,contribute to successor: canonical/mimir-operators,no open issues
canonical/mimir-operators,extra,25,https://github.com/canonical/mimir-operators/issues/25,Remove unused `recovery-data` mount point,existing-open-issue,cleanup,Type: Cleanup; good first issue,easy,"The worker declares a `recovery-data` filesystem storage mounted at `/recovery-data` (worker/charmcraft.yaml:55-56 mount, :68-70 storage). The only thing that ever references `/recovery-data` is the coordinator's MimirConfig default `recovery_data_dir = Path('/recovery-data')` (coordinator/src/mimir_config.py:114), consumed solely by `_build_alertmanager_storage_config` to set alertmanager_storage.filesystem.dir = /recovery-data/data-alertmanager (mimir_config.py:191-195). But MimirConfig is instantiated at coordinator/src/charm.py:103 WITHOUT passing recovery_data_dir, and whenever S3 is ready (the normal coordinator deployment), `_update_s3_storage_config(mimir_config['alertmanager_storage'], 'alerts')` (mimir_config.py:151) POPS the entire `filesystem` block (mimir_config.py:339-341) and replaces it with a storage_prefix. So in any real (S3-backed) deployment the `/recovery-data` path never appears in the rendered config, and the mount/storage are dead weight.","Small, well-bounded cleanup with an existing tracker issue and an explicit repro. The deletion is mechanical: drop the mount + storage from worker/charmcraft.yaml, and remove the now-unused recovery_data_dir plumbing (or repoint the alertmanager filesystem dir to root_data_dir) in mimir_config.py and its one unit test. Teaches a newcomer charmcraft.yaml metadata, the coordinator config builder, and how to update a unit test -- all without needing a live cluster to understand it.","worker/charmcraft.yaml:55-56,68-70 (mount + storage); coordinator/src/mimir_config.py:114,119,191-195 (recovery_data_dir); coordinator/tests/unit/test_mimir_config.py:101 (expects /recovery-data)",inspection,"multipass exec cos -- bash -lc 'cd ~/work/mimir-operators && grep -rn recovery . --include=*.py --include=*.yaml | grep -v /.git/' ; multipass exec cos -- bash -lc 'cd ~/work/mimir-operators && sed -n ""44,72p"" worker/charmcraft.yaml' ; multipass exec cos -- bash -lc 'cd ~/work/mimir-operators && sed -n ""95,120p"" coordinator/src/charm.py' (shows MimirConfig() omits recovery_data_dir) ; and sed -n ""333,342p"" coordinator/src/mimir_config.py (shows filesystem popped on S3).","Confirmed by inspection at HEAD. All `recovery` references: worker/charmcraft.yaml:55-56 (mount /recovery-data), :68 (storage recovery-data); coordinator/src/mimir_config.py:114 (default `recovery_data_dir: Path = Path('/recovery-data')`), :119 (stored), :193 (`'dir': str(self._recovery_data_dir / 'data-alertmanager')`); and only the unit test coordinator/tests/unit/test_mimir_config.py:101. Call site coordinator/src/charm.py:103-108 instantiates MimirConfig WITHOUT recovery_data_dir, so default applies; but `_update_s3_storage_config` (mimir_config.py:151 -> :339-341) pops the `filesystem` key for alertmanager_storage whenever S3 is ready, so the /recovery-data path is absent from the rendered config in production -- matching the issue's repro (rendered config shows only /data/* paths, no /recovery-data). Hence the mount + storage are genuinely unused.","1) Delete the mount (worker/charmcraft.yaml:55-56) and the `recovery-data:` storage entry (~:68-70). 2) In coordinator/src/mimir_config.py remove the `recovery_data_dir` parameter (:114) and `self._recovery_data_dir` (:119), and change `_build_alertmanager_storage_config` (:191-195) to use `self._root_data_dir / 'data-alertmanager'` (it gets overwritten by storage_prefix under S3 anyway). 3) Update coordinator/tests/unit/test_mimir_config.py:101 expectation from `/recovery-data/data-alertmanager` to `/data/data-alertmanager`. Run `tox -e unit` in coordinator/ to confirm.","Open issue, no labels yet but textbook good-first-issue (originally filed under bug template; really a cleanup). Note the issue understates it: /recovery-data is referenced in code via the MimirConfig default, but is inert in production because S3 pops the filesystem block -- so the cleanup must also remove that dead plumbing + fix the unit test, not just the charmcraft.yaml mount. Verified at HEAD (depth-80 clone). Aside: mimir's requires-python='~=3.14.0' is correctly pinned (unlike loki-operators), so no specifier defect here."
canonical/mimir-operators,extra,18,https://github.com/canonical/mimir-operators/issues/18,"Some nginx routes are missing (/compactor/ring, /ingester/ring, /store-gateway/ring)",existing-open-issue,bug,Type: Bug; good first issue,easy,"The nginx reverse-proxy in the coordinator does not expose the per-component ring status/healthcheck endpoints `/compactor/ring`, `/ingester/ring`, and `/store-gateway/ring`. In coordinator/src/nginx_config.py only `/ruler/ring` is wired (line 33). There is no `_locations_ingester` or `_locations_store_gateway` block at all, and `_locations_compactor` (line 50) contains only `/api/v1/upload/block/` -- no `/compactor/ring`. So requests to those ring pages through nginx do not route to their backends.","The fix mirrors an existing, working example in the same file: the `/ruler/ring` NginxLocationConfig (nginx_config.py:33). A beginner adds analogous `NginxLocationConfig(path='/compactor/ring', backend='compactor', modifier='=')` entries for compactor/ingester/store-gateway and includes them in `server_ports_to_locations` (nginx_config.py:64-71). Self-contained, one file, pattern-to-copy already present. Easy to add a unit assertion that the new paths appear.",coordinator/src/nginx_config.py (_locations_compactor :50-52; _locations_ruler :29-34 has the /ruler/ring template; server_ports_to_locations :64-72),inspection,"multipass exec cos -- bash -lc 'cd ~/work/mimir-operators && sed -n ""20,120p"" coordinator/src/nginx_config.py' ; grep -n ""/ring"" coordinator/src/nginx_config.py","Confirmed by inspection at HEAD. coordinator/src/nginx_config.py contains exactly one `/ring` route: line 33 `NginxLocationConfig(path='/ruler/ring', backend='ruler', modifier='=')`. There is NO `/compactor/ring`, `/ingester/ring`, or `/store-gateway/ring`; `_locations_compactor` (:50-52) only defines `/api/v1/upload/block/`, and there are no ingester/store-gateway location blocks. `server_ports_to_locations` (:64-72) concatenates distributor+ruler+alertmanager+query_frontend+compactor only. So the three ring endpoints from the issue are still unrouted -> issue is still valid (not yet fixed).","Copy the `/ruler/ring` pattern (nginx_config.py:33). Add `NginxLocationConfig(path='/compactor/ring', backend='compactor', modifier='=')` to `_locations_compactor`; add new `_locations_ingester = [NginxLocationConfig(path='/ingester/ring', backend='ingester', modifier='=')]` and `_locations_store_gateway = [NginxLocationConfig(path='/store-gateway/ring', backend='store-gateway', modifier='=')]`; include both in the concatenation in `server_ports_to_locations`. Add a unit assertion that the new paths are present. NOTE the issue raises a design caveat (these ring pages have a 'Forget' button) -- a maintainer should confirm exposing them via ingress is desired before merging; flag in the PR.","Open issue (no labels). Issue links the OLD mimir-coordinator-k8s-operator path; logic now lives in coordinator/src/nginx_config.py in this monorepo, re-verified there. Slightly less of a clean GFI than #25 due to the 'Forget'-button ingress design question the issue itself raises, but the code change is trivial and pattern-driven. Verified at HEAD (depth-80 clone)."
canonical/mimir-rock,rock,61,https://github.com/canonical/mimir-rock/issues/61,Add a default config file,existing-open-issue,metadata-config,Type: Enhancement; good first issue; documentation,easy,"mimir-rock ships no default config file and its pebble service runs '/usr/bin/mimir' with no --config.file, so the rock is not usable standalone (outside the charm). The issue asks to add a default config at /etc/mimir/config.yml, point the service command at it, and (per a comment) add minimal README docs on running the rock standalone, matching the agreed approach for all HA rocks.","Maintainer-filed and well-specified (exact target path /etc/mimir/config.yml). The change is additive: drop in a small default Mimir config, add a dump/organize part for it, and append --config.file to the service command, then a short README section. No build/Go knowledge needed; validates with goss /config and 'just test'. Good newcomer PR with clear done-state.",3.1.0/rockcraft.yaml (add default-config part + service --config.file); 3.1.0/config.yml (new); README.md (standalone-usage section),inspection,"gh issue view 61 -R canonical/mimir-rock; gh api repos/canonical/mimir-rock/contents/3.1.0 --jq '.[].name'  (only rockcraft.yaml + spread, no config file); gh api repos/canonical/mimir-rock/contents/3.1.0/rockcraft.yaml --jq .content | base64 -d | grep -nE 'command:|config'  (service command is '/usr/bin/mimir' with no --config.file, and there is no default-config/dump part).","confirmed-by-inspection: 3.1.0/ contains only rockcraft.yaml and spread (no config file); 3.1.0/rockcraft.yaml service command is 'command: /usr/bin/mimir' with no --config.file, and parts has no dump/default-config part. So the rock ships no default config and cannot run standalone, exactly as issue #61 states (target path /etc/mimir/config.yml).","Add 3.1.0/config.yml (a minimal Mimir config, e.g. based on upstream's docs/configurations or the demo single-process config); add a default-config part (plugin: dump) with organize 'config.yml: etc/mimir/config.yml'; change the service command to '/usr/bin/mimir --config.file=/etc/mimir/config.yml'; add a short README 'run standalone' section. Decide per the issue whether to apply only to the newest dir or retrospectively. Validate with 'just test'.","Real maintainer issue (no label, 1 comment from lucabello asking for README docs, unclaimed). Cross-references tempo-worker-k8s-operator#71 and the same HA-rock standardization as loki-rock#81. Open question: apply to all versions or only new ones. The other 11 open issues are auto-generated vulnerability-scan reports."
canonical/mimir-rock,rock,,,Bump Mimir rock to upstream mimir-3.1.1 (newest dir pins mimir-3.1.0),self-identified,version-bump,Type: Enhancement; good first issue,easy,"The newest version directory in the repo is 3.1.0/, whose rockcraft.yaml builds Mimir from source-tag mimir-3.1.0. Upstream grafana/mimir has since released mimir-3.1.1 (latest stable). A beginner can add a 3.1.1/ directory copying the 3.1.0 layout and bumping version to 3.1.1 and source-tag to mimir-3.1.1, following the repo's established per-version pattern.","Mechanical change matching an existing pattern (19 version dirs). Copy the newest dir and change two strings (version and the mimir- prefixed source-tag); CI/kgoss validates. Clear definition of done. Note the unusual upstream tag format 'mimir-X.Y.Z' (not vX.Y.Z), which is the one thing to get right.",3.1.1/rockcraft.yaml (new); 3.1.1/spread (new); README.md supported-versions wording,inspection,"gh api repos/canonical/mimir-rock/contents --jq '.[]|select(.type==""dir"")|.name'  (newest = 3.1.0); gh api repos/canonical/mimir-rock/contents/3.1.0/rockcraft.yaml --jq .content | base64 -d | grep -E 'version:|source-tag:'; gh api repos/grafana/mimir/releases/latest --jq .tag_name; gh api repos/grafana/mimir/git/refs/tags/mimir-3.1.1 --jq .ref.","confirmed-by-inspection: 3.1.0/rockcraft.yaml pins version: ""3.1.0"" and source-tag: ""mimir-3.1.0"" (newest version dir in repo); upstream grafana/mimir releases/latest is mimir-3.1.1 and the tag refs/tags/mimir-3.1.1 exists, so the rock is one patch release behind the latest upstream.","Copy 3.1.0/ to 3.1.1/; set version: ""3.1.1"" and source-tag: ""mimir-3.1.1"" (keep the 'mimir-' tag prefix); keep base ubuntu@26.04 and license Apache-2.0. Validate with CI/kgoss. If issue #61 lands first, the new dir should also include the default config.","An update.yaml-style automation typically raises these bumps, but the newest dir is still 3.1.0 while mimir-3.1.1 is out. Coupled loosely to issue #61 (default config). Distinct, easily verifiable beginner change."
canonical/nrpe_exporter,lib,23,https://github.com/canonical/nrpe_exporter/issues/23,"Migrate CI to GitHub Actions and delete obsolete CI/config files (.travis.yml, stale CircleCI + RobustPerception paths)",existing-open-issue,cleanup,good first issue; Type: Cleanup,easy,"The build CI is still CircleCI (.circleci/config.yml) and an ancient, unused .travis.yml is still present, while the maintainers want everything on GitHub Actions. The issue also asks to 'delete the travis config file and any other unused files lying around'. There is NO build/test GitHub Actions workflow yet -- .github/workflows only contains tiobe-scan.yaml and issues.yml (issue-sync/scan, not CI). A beginner-friendly slice is: remove the dead .travis.yml (pins Go 1.9.x), and either port .circleci/config.yml to a .github/workflows/ci.yaml or remove it, plus fix the stale RobustPerception references left over from the original fork.","Mostly file deletion plus authoring a small YAML workflow that mirrors the existing CircleCI steps (build nrpe_exporter.go, run a Nagios NRPE server, smoke-test). No application code changes needed for the cleanup slice. The maintainer explicitly requested it. Clear 'done': travis/circleci leftovers gone and a working GH Actions build (or, for the smallest PR, just delete .travis.yml + correct the stale paths).",.travis.yml; .circleci/config.yml; .promu.yml; .github/workflows/ (new ci.yaml),inspection,"Go is NOT installed on VM (command -v go -> GO_ABSENT), so inspection tier. On VM cos: multipass exec cos -- git clone --depth 80 https://github.com/canonical/nrpe_exporter ~/work/nrpe_exporter; then `find .github -type f`, `cat .travis.yml`, `grep -n '' .circleci/config.yml`, `grep -n '' .promu.yml`, `grep -n module go.mod`.","confirmed-by-inspection: .github/workflows contains ONLY tiobe-scan.yaml and issues.yml (no build/test CI), so CircleCI is still the de-facto CI and the migration is NOT done. .travis.yml still present and pins `go: 1.9.x` + `master` (obsolete). .circleci/config.yml uses `image: circleci/golang:1.9` and `working_directory: /go/src/github.com/robustperception/nrpe_exporter` (old GOPATH path, wrong owner). .promu.yml:4 still has `path: github.com/RobustPerception/nrpe_exporter` whereas go.mod:1 is `module github.com/canonical/nrpe_exporter` -- so the promu {{repoPath}} used in version ldflags is stale. All confirm the issue is live and actionable.","Smallest viable PR: `git rm .travis.yml` and correct .promu.yml:4 to `github.com/canonical/nrpe_exporter`. Fuller PR: add .github/workflows/ci.yaml that checks out, sets up Go (actions/setup-go using go.mod's 1.17+), runs `go build nrpe_exporter.go` and `go vet ./...`, optionally replicating the CircleCI nagios-nrpe-server smoke test; then `git rm -r .circleci`. Update README if it references CircleCI badges (it does not currently).","Self-identified extra cruft a contributor can fold in: the stale RobustPerception/robustperception paths in .promu.yml:4 and .circleci/config.yml:6 are exactly the 'unused/leftover files' the issue mentions. Go absent so CI cannot be exercised locally; evidence is file:line inspection. This repo's issues are unlabeled, but this is a textbook beginner cleanup; suggested label 'good first issue'."
canonical/nrpe_exporter,lib,,self-identified,Dead/unreachable log statement after http.ListenAndServe in main (nrpe_exporter.go:210),self-identified,bug,Type: Cleanup; good first issue,easy,"In main(), nrpe_exporter.go:206-211 wraps the server startup as `if err := http.ListenAndServe(*listenAddress, nil); err != nil { ...; os.Exit(1) }` followed by `level.Info(logger).Log(""msg"", ""Listening on address"", ""address"", *listenAddress)` on line 210. That final log line is unreachable: http.ListenAndServe blocks for the lifetime of the server when it succeeds, and the only way it returns is with a non-nil error, which is handled inside the if-block and ends in os.Exit(1). So execution never falls through to line 210. It is also redundant -- the same 'Listening on address' message is already logged at line 188 before the server starts. This is dead code that misleads readers into thinking a post-serve message is emitted.","Tiny, self-contained, zero-risk fix in one file (delete one unreachable line). Requires only basic understanding that ListenAndServe blocks. Good for a first contribution to a Go repo: teaches the contributor about blocking servers and dead-code while making a real (if small) correctness/readability improvement. Clear 'done': the unreachable line is removed (and the real 'listening' log at line 188 retained).",nrpe_exporter.go,inspection,"Go is NOT installed on VM (GO_ABSENT), inspection tier. On VM cos: clone repo, then `grep -n '' nrpe_exporter.go` and read lines 186-211 (the main() server-start block). Compare the 'Listening on address' log at line 188 (before serving) with the one at line 210 (after the blocking if-block).","confirmed-by-inspection: nrpe_exporter.go:206 `if err := http.ListenAndServe(*listenAddress, nil); err != nil {`, line 207-208 logs error then `os.Exit(1)`, line 209 closes the if, line 210 `level.Info(logger).Log(""msg"", ""Listening on address"", ""address"", *listenAddress)`. Since ListenAndServe only returns on error and that branch calls os.Exit(1), line 210 can never execute. The identical message already exists at line 188 (`level.Info(logger).Log(""msg"", ""Listening on address"", ""address"", *listenAddress)`) right after the build-context logs, so line 210 is both unreachable and duplicated.","Delete nrpe_exporter.go:210 (the post-ListenAndServe `level.Info(...).Log(""msg"", ""Listening on address"", ...)`). The pre-serve announcement at line 188 already covers it. If the maintainers prefer, the error branch could instead `level.Error(...).Log(""msg"", ""Error starting HTTP server"", ""err"", err)` (currently line 207 logs the message without the err value) -- a nice optional adjacent cleanup.","While reading this file two more low-risk beginner cleanups are visible if a contributor wants more scope: (a) line 207 logs 'Error starting HTTP server' but drops the actual err value (no 'err', err) so the cause is lost; (b) line 71 `ipaddr, _, err := net.SplitHostPort(...)` reassigns err but never checks it. These are optional; the unreachable line 210 is the cleanest single-line pick. Go absent -> verified by inspection, not `go vet` (go vet would also flag the unreachable code)."
o11y-tester-operator,extra,,,Malformed `documentation` URL in charmcraft.yaml (missing `canonical/` org segment -> broken link),self-identified,documentation,Type: Documentation; good first issue,trivial,"charmcraft.yaml line 10 sets `documentation: https://github.com/o11y-tester-operator/README.md`. This URL is missing the `canonical/` organisation segment and points to a nonexistent GitHub path (there is no `github.com/o11y-tester-operator` org). The sibling links in the same file are correctly formed with the org: `source: https://github.com/canonical/o11y-tester-operator` (line 14) and `issues: https://github.com/canonical/o11y-tester-operator/issues` (line 16). The documentation link is what Charmhub surfaces, so it currently 404s.","One-line fix in a YAML metadata file; the correct value is obvious from the adjacent source/issues URLs in the same file. No code, no tests, immediately verifiable by opening the URL.",charmcraft.yaml:10,inspection,grep -n 'github.com' charmcraft.yaml -> line 10 documentation URL lacks 'canonical/'; lines 14 and 16 include it. Visiting https://github.com/o11y-tester-operator/README.md returns 404 (no such org/repo path).,"CONFIRMED via inspection. charmcraft.yaml:10 = 'documentation: https://github.com/o11y-tester-operator/README.md' (no org). Contrast charmcraft.yaml:14 = 'https://github.com/canonical/o11y-tester-operator' and :16 = 'https://github.com/canonical/o11y-tester-operator/issues', both correctly including 'canonical/'. The documentation host 'github.com/o11y-tester-operator' is not a valid GitHub org/repo path.","Change charmcraft.yaml:10 to point at the real README, e.g. `documentation: https://github.com/canonical/o11y-tester-operator/blob/main/README.md`.",Self-identified (repo has 0 open issues). Python Juju charm; tox.ini present. Verified against current main (depth-80 clone). No outbound writes performed.
o11y-tester-operator,extra,,,tox `static` env doesn't run a static type checker (it duplicates `lint`); pyright & codespell dev-deps are unused and [tool.pyright] pythonVersion contradicts requires-python,self-identified,cleanup,Type: Cleanup; good first issue,easy,"Three related tooling inconsistencies: (1) the `[testenv:static]` env in tox.ini runs `uv run ... ruff check {all_path}` -- exactly the same command as `[testenv:lint]` -- so the 'static' env performs linting, not static type-checking. (2) `pyright` and `codespell` are declared in pyproject.toml [project.optional-dependencies].dev (lines 16,18) and pyright even has a [tool.pyright] config block (line 50), but neither tool is invoked by any tox env or any local config (grep finds no pyright/codespell command in tox.ini). (3) [tool.pyright] sets `pythonVersion = ""3.8""` (line 52) while the project sets `requires-python = ""==3.10.*""` (line 6) -- so even if pyright ran, it would type-check against the wrong Python version.","Self-contained tooling hygiene with a clear correct answer: make `static` actually run pyright (and optionally add a codespell step), and align [tool.pyright] pythonVersion with requires-python (3.10). Touches only tox.ini and pyproject.toml; easy to verify by running `tox -e static`. Teaches the contributor how lint/static/dev-deps are wired.","tox.ini ([testenv:static] vs [testenv:lint]); pyproject.toml:6 (requires-python), :16 (codespell), :18 (pyright), :50-53 ([tool.pyright] pythonVersion=3.8)",inspection,1) Read tox.ini: [testenv:lint] and [testenv:static] both run `uv run {uv_flags} ruff check {all_path}` (identical). 2) grep -rin 'pyright\|codespell' tox.ini -> no command invocations (only present in pyproject.toml). 3) Compare pyproject.toml:6 requires-python='==3.10.*' vs :52 [tool.pyright] pythonVersion='3.8'.,CONFIRMED via inspection. tox.ini [testenv:static] command == [testenv:lint] command (`uv run --frozen --isolated --all-groups --all-extras ruff check <src> <tests>`); no pyright/mypy in either. grep across tox.ini/charmcraft.yaml shows pyright & codespell appear ONLY in pyproject.toml (deps + [tool.pyright]); they are never executed by any tox env or local tooling. pyproject.toml:6 requires-python='==3.10.*' but pyproject.toml:52 [tool.pyright] pythonVersion='3.8'. (Note: pytest asyncio_mode='auto' IS valid here because pytest-operator pulls in pytest-asyncio -- not part of this finding.),In tox.ini change [testenv:static] to `uv run {[vars]uv_flags} pyright {[vars]src_path}` (so 'static' really runs the static type checker that's already a dev dep). Update pyproject.toml [tool.pyright] pythonVersion from '3.8' to '3.10' to match requires-python. Optionally wire codespell into lint (add a `uv run {[vars]uv_flags} codespell ...` step) or drop codespell from dev deps if unused.,"Self-identified (0 open issues). Unit env builds: `tox -e unit` => 2 passed, 82% coverage (Python 3.10.20). Running `tox -e static` today only runs ruff. No outbound writes performed."
observability-charm-tools,extra,,,Dead pytest config: asyncio_mode='auto' set but pytest-asyncio is not a dependency (emits PytestConfigWarning on every test run),self-identified,cleanup,Type: Cleanup; good first issue,trivial,"pyproject.toml's [tool.pytest.ini_options] sets `asyncio_mode = ""auto""`, but pytest-asyncio is not declared in dependencies or the dev optional-dependencies, and it is absent from uv.lock. There are no async tests in the suite. As a result, every `make unit` run prints: 'PytestConfigWarning: Unknown config option: asyncio_mode'. The option is dead configuration and should be removed (or, if async tests are intended later, pytest-asyncio should be added to dev deps).",Single-line deletion in pyproject.toml with an immediately observable before/after (the warning disappears). No code logic involved; teaches the contributor how the test config and dependency groups fit together. Zero risk: no async tests exist.,"pyproject.toml ([tool.pytest.ini_options] -> asyncio_mode = ""auto"")",unit,1) grep -in 'asyncio' pyproject.toml uv.lock -> only pyproject.toml [tool.pytest.ini_options] sets asyncio_mode; pytest-asyncio NOT in uv.lock. 2) On the VM: cd ~/work/observability-charm-tools && export PATH=$HOME/.local/bin:$PATH && make unit.,"REPRODUCED. `make unit` => 16 passed, 1 warning, with the warnings summary showing: ""PytestConfigWarning: Unknown config option: asyncio_mode"" (raised from _pytest/config/__init__.py:1441). grep confirms pytest-asyncio is absent from both pyproject.toml deps and uv.lock; no async tests exist in tests/unit/.","Remove the line `asyncio_mode = ""auto""` from [tool.pytest.ini_options] in pyproject.toml. (Alternative, only if async tests are planned: add `pytest-asyncio` to [project.optional-dependencies].dev and refresh uv.lock.) Re-run `make unit` to confirm the warning is gone.","Toolchain: this repo uses a Makefile (no tox.ini). Unit env builds cleanly: `make unit` => 16 passed, 100% coverage. `make lint` => all checks passed, 6 files already formatted. No outbound writes performed."
observability-charm-tools,extra,,,Unused tool config in pyproject.toml: [tool.black] and [tool.codespell] are configured but neither tool is a dependency or run anywhere (ruff is the formatter),self-identified,cleanup,Type: Cleanup; good first issue,easy,"pyproject.toml declares [tool.black] (line 34, line-length/target-version) and [tool.codespell] (line 61, skip list), but neither 'black' nor 'codespell' appears in the project/dev dependencies or in uv.lock, and neither is invoked by the Makefile (lock/lint/static/fmt/unit) nor by .github/workflows/pull_request.yaml (which only runs make static, make lint, make unit). Formatting/linting is entirely handled by ruff. The black/codespell sections are stale/misleading config that suggests tools that are not actually part of the workflow.","Pure config hygiene: either delete the two unused [tool.*] sections, or (if the team wants spell-checking) wire codespell into the Makefile + dev deps. Easy to scope, low risk, and a good way to learn the project's tooling. ruff already enforces line length, so [tool.black] is redundant.",pyproject.toml ([tool.black] ~line 34; [tool.codespell] ~line 61),inspection,1) grep -in 'black\|codespell' pyproject.toml uv.lock -> only the two [tool.*] section headers in pyproject.toml; nothing in uv.lock. 2) grep -rin 'black\|codespell' Makefile .github/ -> no matches (not invoked). 3) Makefile fmt/lint targets call only ruff.,"CONFIRMED via inspection. pyproject.toml:34 = '[tool.black]', pyproject.toml:61 = '[tool.codespell]'. grep over uv.lock finds neither package (so they are not installed). grep over Makefile and .github/ finds no 'black'/'codespell' invocation. CI (.github/workflows/pull_request.yaml) runs only make static/lint/unit; lint uses ruff (`make lint` => 'All checks passed!' / '6 files already formatted'). The black config (line-length 99) duplicates [tool.ruff] line-length = 99.","Remove the [tool.black] and [tool.codespell] sections from pyproject.toml (ruff already handles formatting and enforces line-length 99). If spell-checking is actually wanted, instead add codespell to [project.optional-dependencies].dev and add a `codespell` invocation to the Makefile lint target + uv.lock.","Self-identified (repo has 0 open issues). Language detected: Python (src/ package observability_charm_tools, pyproject.toml, uv.lock, Makefile). Verified against current main (depth-80 clone). No outbound writes performed."
